,year,student_id,absence_rate,total
860,2016,11318,0.0,28
861,2014,7033,0.0054347826087,184
862,2012,2360,0.5,6
863,2015,14728,0.00621118012422,161
864,2015,6393,0.0,174
865,2014,12955,0.0167597765363,179
866,2014,12991,0.0229885057471,87
867,2012,2423,0.0,1
868,2014,13561,0.013698630137,146
869,2015,14117,0.0282485875706,177
870,2012,6549,1.0,18
871,2016,14044,0.0,29
872,2016,16627,0.0416666666667,24
873,2015,13216,0.0171428571429,175
874,2016,12842,0.0,27
875,2014,12580,0.0359281437126,167
876,2013,11619,0.00549450549451,182
877,2015,13956,0.0173410404624,173
878,2014,3459,0.0173410404624,173
879,2016,6448,0.0,28
880,2016,10429,0.0,29
881,2016,12836,0.0,28
882,2014,6436,0.00546448087432,183
883,2016,13693,0.0,29
884,2016,16750,0.0,30
885,2014,6780,0.016393442623,183
886,2016,12787,0.0357142857143,28
887,2016,16236,0.0,29
888,2015,12622,0.0,172
889,2016,14361,0.0,26
890,2015,12731,0.0,174
891,2016,13073,0.037037037037,27
892,2015,13604,0.0119760479042,167
893,2014,11811,0.245283018868,53
894,2015,10499,0.0232558139535,172
895,2016,15454,0.0714285714286,28
896,2015,10862,0.0228571428571,175
897,2014,11319,0.0,177
898,2014,7136,0.0054347826087,184
899,2014,6629,0.0114285714286,175
900,2013,3544,0.0285714285714,175
901,2016,12450,0.0,29
902,2015,10967,0.0409356725146,171
903,2015,14582,0.0,163
904,2015,13931,0.00581395348837,172
905,2013,7130,0.0166666666667,180
906,2015,11257,0.0,176
907,2014,11884,0.00549450549451,182
908,2015,12610,0.09375,160
909,2014,6894,0.0459770114943,174
910,2015,6801,0.0,168
911,2014,13428,0.0295857988166,169
912,2015,12808,0.0454545454545,176
913,2016,10409,0.103448275862,29
914,2016,11332,0.0,29
915,2012,3086,0.0,10
916,2014,7004,0.125683060109,183
917,2016,14364,0.0,29
918,2016,14651,0.0,29
919,2016,11778,0.2,30
920,2016,13082,0.0,17
921,2014,10263,0.0,182
922,2015,13048,0.028901734104,173
923,2012,3229,0.125,16
924,2014,11977,0.0747126436782,174
925,2015,13031,0.0180722891566,166
926,2015,12831,0.0119047619048,168
927,2016,13856,0.153846153846,26
928,2012,6385,0.875,8
929,2016,16256,0.0,29
930,2012,2919,0.5,2
931,2015,12822,0.0,177
932,2016,12888,0.0,29
933,2016,6958,0.0,28
934,2012,6624,0.5,4
935,2014,12393,0.00558659217877,179
936,2012,2797,0.411764705882,17
937,2015,11949,0.0,174
938,2016,7140,0.0357142857143,28
939,2012,6389,1.0,3
940,2015,12576,0.0176470588235,170
941,2016,10276,0.0,28
942,2013,6863,0.0494505494505,182
943,2016,12718,0.0,29
944,2014,3556,0.0342857142857,175
945,2015,14690,0.0115606936416,173
946,2013,6994,0.0520231213873,173
947,2016,10753,0.0,29
948,2014,13496,0.0566037735849,159
949,2014,10610,0.0,175
950,2016,16602,0.0,30
951,2016,15511,0.0,29
952,2014,10554,0.0104166666667,96
953,2013,10426,0.0701754385965,171
954,2016,16526,0.0689655172414,29
955,2015,14634,0.0,174
956,2016,16807,0.0,24
957,2013,3050,0.0444444444444,180
958,2016,13724,0.0,28
959,2015,13788,0.119047619048,126
960,2015,12237,0.0,174
961,2016,13627,0.0344827586207,29
962,2013,6726,0.154929577465,142
963,2013,6856,0.0,9
964,2015,10949,0.00571428571429,175
965,2013,6453,0.0271739130435,184
966,2015,12367,0.0697674418605,43
967,2015,14161,0.00581395348837,172
968,2016,14969,0.0,29
969,2013,3218,0.0,174
970,2013,11806,0.0485436893204,103
971,2014,12997,0.0179640718563,167
972,2013,3220,0.0,175
973,2015,13333,0.0958083832335,167
974,2016,6658,0.0,27
975,2014,12573,0.24,25
976,2015,13109,0.0233918128655,171
977,2015,10985,0.0280898876404,178
978,2013,3140,0.0809248554913,173
979,2016,16468,0.137931034483,29
980,2014,13503,0.0,161
981,2015,10684,0.0179640718563,167
982,2016,6415,0.0,29
983,2013,6601,0.0,176
984,2015,10281,0.0310559006211,161
985,2014,10764,0.0388888888889,180
986,2014,13487,0.264705882353,136
987,2015,10561,0.0231213872832,173
988,2013,6581,0.0479041916168,167
989,2014,13361,0.0,174
990,2012,3288,0.111111111111,9
991,2016,15719,0.0344827586207,29
992,2016,15586,0.0357142857143,28
993,2015,11755,0.045197740113,177
994,2016,12435,0.0357142857143,28
995,2014,13057,0.0449438202247,178
996,2016,12742,0.0,29
997,2016,11670,0.0,30
998,2013,7081,0.0,183
999,2013,6662,0.0,179
1000,2016,15517,0.0,29
1001,2012,7098,0.208333333333,24
1002,2013,7080,0.0233918128655,171
1003,2015,6627,0.0,167
1004,2014,3104,0.0,165
1005,2014,13238,0.0,185
1006,2016,10328,0.0344827586207,29
1007,2013,3345,0.0,175
1008,2015,11981,0.109195402299,174
1009,2016,7205,0.0,27
1010,2012,6748,1.0,3
1011,2014,13342,0.258426966292,89
1012,2015,13497,0.0,179
1013,2015,6351,0.0227272727273,176
1014,2016,10838,0.0357142857143,28
1015,2014,6807,0.0404624277457,173
1016,2014,13157,0.0818713450292,171
1017,2016,11411,0.0714285714286,28
1018,2014,6858,0.0172413793103,174
1019,2014,7152,0.0108695652174,184
1020,2013,11884,0.0228571428571,175
1021,2013,7063,0.0165745856354,181
1022,2013,6802,0.0168539325843,178
1023,2016,13057,0.0,27
1024,2013,11780,0.0697674418605,172
1025,2015,12429,0.0112994350282,177
1026,2015,13427,0.0,175
1027,2016,15214,0.0,28
1028,2015,10882,0.0977011494253,174
1029,2014,12792,0.00595238095238,168
1030,2016,13598,0.0666666666667,30
1031,2012,2799,0.2,10
1032,2015,13833,0.0113636363636,176
1033,2015,13810,0.0392156862745,153
1034,2012,6676,1.0,2
1035,2014,7195,0.0,184
1036,2015,11576,0.0,173
1037,2015,11689,0.0,13
1038,2016,16136,0.0,29
1039,2013,3382,0.00571428571429,175
1040,2016,12644,0.0,28
1041,2014,13384,0.0,99
1042,2012,6574,1.0,6
1043,2012,3151,0.25,4
1044,2012,6783,0.166666666667,12
1045,2015,14465,0.00588235294118,170
1046,2015,15179,0.0125786163522,159
1047,2013,10825,0.021978021978,182
1048,2016,15918,0.0,28
1049,2013,6844,0.0236686390533,169
1050,2015,13464,0.0,174
1051,2016,12417,0.0,29
1052,2013,6465,0.0701754385965,171
1053,2016,14337,0.0,29
1054,2016,13910,0.0689655172414,29
1055,2015,13293,0.0121212121212,165
1056,2014,3254,0.0285714285714,175
1057,2015,12730,0.0062893081761,159
1058,2015,10872,0.0,174
1059,2016,15167,0.0666666666667,30
1060,2016,12678,0.0,30
1061,2013,3443,0.0172413793103,174
1062,2016,11237,0.0,29
1063,2016,15915,0.0,29
1064,2014,2695,0.0171428571429,175
1065,2014,6435,0.0604395604396,182
1066,2016,14750,0.0,30
1067,2013,10458,0.061797752809,178
1068,2014,13263,0.0730337078652,178
1069,2012,3163,1.0,3
1070,2014,11730,0.109195402299,174
1071,2016,16822,0.0,26
1072,2013,3962,0.0419161676647,167
1073,2016,16654,0.0,30
1074,2014,6343,0.0114285714286,175
1075,2013,12004,0.0125,160
1076,2014,12905,0.0167597765363,179
1077,2016,7175,0.0,29
1078,2014,12570,0.0697674418605,172
1079,2013,6547,0.0238095238095,168
1080,2015,15018,0.0297619047619,168
1081,2016,15486,0.0,29
1082,2016,15620,0.0,28
1083,2014,12888,0.0,178
1084,2014,13510,0.016393442623,61
1085,2016,12859,0.0,28
1086,2013,10489,0.00617283950617,162
1087,2014,6980,0.0114285714286,175
1088,2012,2778,0.288461538462,52
1089,2016,16731,0.0,29
1090,2015,14269,0.0,172
1091,2015,13577,0.0342857142857,175
1092,2016,14818,0.0344827586207,29
1093,2013,6761,0.016393442623,183
1094,2016,15554,0.0,29
1095,2012,3319,0.0,8
1096,2015,11845,0.0348837209302,172
1097,2013,2363,0.0171428571429,175
1098,2014,6434,0.0108695652174,184
1099,2015,13372,0.14606741573,178
1100,2013,7127,0.0218579234973,183
1101,2016,12510,0.0357142857143,28
1102,2016,11756,0.0,30
1103,2016,16808,0.0769230769231,26
1104,2013,11906,0.132075471698,53
1105,2015,10344,0.0178571428571,168
1106,2013,6386,0.021978021978,182
1107,2015,14662,0.0116959064327,171
1108,2012,3960,0.0,9
1109,2015,11954,0.0114942528736,174
1110,2016,13625,0.0,29
1111,2013,6564,0.0919540229885,174
1112,2016,15346,0.0,26
1113,2015,12390,0.036231884058,138
1114,2013,3085,0.0,175
1115,2015,10463,0.0348837209302,172
1116,2016,6606,0.0,29
1117,2014,6592,0.0173410404624,173
1118,2016,15934,0.0,27
1119,2015,6783,0.0645161290323,62
1120,2015,15748,0.0,7
1121,2015,13301,0.0,167
1122,2015,14136,0.0,177
1123,2014,10835,0.0,178
1124,2014,3536,0.04,175
1125,2016,10890,0.0,29
1126,2015,13823,0.0170454545455,176
1127,2013,11768,0.0170454545455,176
1128,2014,6483,0.0,184
1129,2014,13054,0.0701754385965,171
1130,2016,13473,0.166666666667,6
1131,2013,3381,0.0114285714286,175
1132,2016,14052,0.0,29
1133,2016,16509,0.0,27
1134,2016,16241,0.0689655172414,29
1135,2015,6598,0.116129032258,155
1136,2014,7029,0.0824175824176,182
1137,2016,11422,0.0,29
1138,2014,11602,0.0,172
1139,2012,7035,0.52,25
1140,2016,6886,0.0,29
1141,2013,6433,0.010989010989,182
1142,2014,6817,0.00558659217877,179
1143,2016,15496,0.0,30
1144,2014,13297,0.08,175
1145,2015,14038,0.0292397660819,171
1146,2013,11277,0.0,183
1147,2015,11977,0.0700636942675,157
1148,2014,12912,0.0054347826087,184
1149,2016,16230,0.0,27
1150,2016,14753,0.0,29
1151,2016,16790,0.25,4
1152,2014,13466,0.0387096774194,155
1153,2016,14708,0.0384615384615,26
1154,2013,3511,0.00574712643678,174
1155,2014,6419,0.0287356321839,174
1156,2013,10505,0.0,182
1157,2014,3490,0.0285714285714,175
1158,2016,16710,0.0,29
1159,2016,13978,0.0357142857143,28
1160,2013,6536,0.112426035503,169
1161,2016,13370,0.0,5
1162,2014,12417,0.0113636363636,176
1163,2012,6843,0.8,5
1164,2014,12362,0.136094674556,169
1165,2012,6902,0.25,4
1166,2014,12669,0.0054347826087,184
1167,2016,13792,0.0,27
1168,2015,13934,0.0,171
1169,2013,11766,0.0228571428571,175
1170,2016,6977,0.0333333333333,30
1171,2015,14676,0.0,176
1172,2016,14881,0.0,28
1173,2016,15016,0.0714285714286,28
1174,2015,10893,0.00591715976331,169
1175,2014,6688,0.0,174
1176,2014,6875,0.0350877192982,171
1177,2015,6558,0.00595238095238,168
1178,2015,12318,0.0424242424242,165
1179,2014,12722,0.0459770114943,174
1180,2016,13968,0.142857142857,28
1181,2015,13252,0.0346820809249,173
1182,2015,6341,0.0,164
1183,2015,7104,0.0,175
1184,2016,16945,0.0,15
1185,2016,13115,0.0434782608696,23
1186,2013,3236,0.0,175
1187,2016,12638,0.0,29
1188,2016,16284,0.0,29
1189,2013,11886,0.258426966292,178
1190,2016,14040,0.0344827586207,29
1191,2016,16403,0.0,26
1192,2012,6855,0.6,10
1193,2015,12004,0.0279329608939,179
1194,2015,12935,0.0,174
1195,2015,14704,0.075,40
1196,2016,16122,0.214285714286,28
1197,2016,14967,0.0344827586207,29
1198,2016,14042,0.0,29
1199,2015,14130,0.0769230769231,169
1200,2016,16283,0.0,25
1201,2015,12653,0.0114285714286,175
1202,2016,12319,0.0,27
1203,2015,12354,0.00591715976331,169
1204,2016,11720,0.0,29
1205,2015,14212,0.094674556213,169
1206,2016,11951,0.0,29
1207,2013,6743,0.00609756097561,164
1208,2013,3181,0.0,175
1209,2015,13354,0.0502793296089,179
1210,2016,16037,0.0,29
1211,2016,16259,0.0,29
1212,2014,13230,0.104046242775,173
1213,2016,16262,0.0344827586207,29
1214,2012,7031,1.0,1
1215,2014,7111,0.0223463687151,179
1216,2014,6546,0.0804597701149,174
1217,2015,14357,0.0186335403727,161
1218,2016,16316,0.0,23
1219,2014,6504,0.0,183
1220,2014,13073,0.0566037735849,159
1221,2015,13847,0.0240963855422,166
1222,2014,11080,0.0,176
1223,2014,12760,0.0628571428571,175
1224,2014,6477,0.070652173913,184
1225,2015,13700,0.1,170
1226,2016,13665,0.0,28
1227,2016,13100,0.0333333333333,30
1228,2012,6778,1.0,5
1229,2013,3086,0.0174418604651,172
1230,2016,6471,0.0344827586207,29
1231,2013,7122,0.0,183
1232,2013,3293,0.0115606936416,173
1233,2014,3381,0.0287356321839,174
1234,2014,13453,0.0,178
1235,2015,14507,0.0,175
1236,2016,13453,0.0,30
1237,2015,13207,0.0346820809249,173
1238,2013,6420,0.0277777777778,180
1239,2013,3315,0.0112359550562,178
1240,2014,3149,0.0,175
1241,2015,10838,0.0238095238095,168
1242,2012,3940,0.317073170732,41
1243,2014,12762,0.0285714285714,175
1244,2013,3093,0.0340909090909,176
1245,2014,11830,0.0333333333333,120
1246,2016,13178,0.0322580645161,31
1247,2016,12328,0.0344827586207,29
1248,2016,13144,0.0,30
1249,2014,6829,0.0297619047619,168
1250,2016,7043,0.0,29
1251,2015,14342,0.0387096774194,155
1252,2015,7028,0.0,177
1253,2016,6813,0.0,29
1254,2012,3446,0.5,2
1255,2015,13313,0.0340909090909,176
1256,2014,13092,0.0112994350282,177
1257,2015,12630,0.00609756097561,164
1258,2015,13791,0.0120481927711,166
1259,2014,6884,0.0175438596491,171
1260,2016,16595,0.0333333333333,30
1261,2016,13737,0.0,29
1262,2016,12564,0.107142857143,28
1263,2012,2840,0.357142857143,14
1264,2016,14907,0.0,27
1265,2016,15738,0.0,29
1266,2014,12379,0.0898876404494,178
1267,2015,13250,0.0348837209302,172
1268,2016,16676,0.0,31
1269,2013,4564,0.0568181818182,176
1270,2015,14605,0.00578034682081,173
1271,2016,13650,0.0,28
1272,2012,6732,1.0,1
1273,2013,3436,0.0114285714286,175
1274,2014,4593,0.0290697674419,172
1275,2015,13963,0.00574712643678,174
1276,2012,2895,0.0,13
1277,2015,7099,0.0245398773006,163
1278,2014,3060,0.0171428571429,175
1279,2015,13093,0.0177514792899,169
1280,2016,15685,0.0,28
1281,2016,13428,0.103448275862,29
1282,2014,12425,0.0,175
1283,2012,6623,0.6,10
1284,2016,12502,0.0357142857143,28
1285,2014,13590,0.0491803278689,122
1286,2014,12519,0.00571428571429,175
1287,2015,11946,0.0116959064327,171
1288,2015,12524,0.0952380952381,168
1289,2016,10740,0.0,28
1290,2015,7199,0.0,177
1291,2015,11575,0.0,168
1292,2016,10465,0.0344827586207,29
1293,2016,15255,0.0,29
1294,2013,12028,0.0367647058824,136
1295,2016,10974,0.0,29
1296,2016,15402,0.0,29
1297,2013,11854,0.0,176
1298,2016,14728,0.0,27
1299,2016,14395,0.0384615384615,26
1300,2015,12754,0.0,39
1301,2015,6428,0.00595238095238,168
1302,2016,13112,0.0,29
1303,2015,14073,0.0174418604651,172
1304,2016,13791,0.0,29
1305,2015,14123,0.015873015873,63
1306,2015,13380,0.0,178
1307,2015,3422,0.059880239521,167
1308,2014,10888,0.0176470588235,170
1309,2016,11587,0.0,29
1310,2016,14946,0.0,28
1311,2013,3961,0.0764705882353,170
1312,2014,12678,0.00546448087432,183
1313,2014,6422,0.0162162162162,185
1314,2016,16475,0.0344827586207,29
1315,2016,10871,0.0,27
1316,2015,14758,0.0,174
1317,2014,3382,0.0171428571429,175
1318,2016,14546,0.0,29
1319,2012,2695,0.333333333333,9
1320,2016,13507,0.0,29
1321,2013,11815,0.0730337078652,178
1322,2013,3387,0.00571428571429,175
1323,2015,12500,0.0,175
1324,2015,11846,0.0532544378698,169
1325,2014,11713,0.160714285714,168
1326,2016,10190,0.0,29
1327,2013,2866,0.0558659217877,179
1328,2014,6532,0.0,183
1329,2014,11630,0.0,182
1330,2013,6635,0.00546448087432,183
1331,2015,14968,0.0,175
1332,2016,11622,0.0357142857143,28
1333,2015,13019,0.0,170
1334,2015,12708,0.0,171
1335,2014,13233,0.0,183
1336,2016,13632,0.0,29
1337,2016,6618,0.0,29
1338,2016,16306,0.0,29
1339,2015,10572,0.0176470588235,170
1340,2016,15093,0.0344827586207,29
1341,2015,12960,0.0411764705882,170
1342,2012,6927,0.0,5
1343,2015,13651,0.0,168
1344,2015,11137,0.0,174
1345,2015,15030,0.0,168
1346,2014,10982,0.0380434782609,184
1347,2016,11627,0.0,29
1348,2016,14500,0.0,29
1349,2016,15919,0.0,27
1350,2016,16802,0.0,27
1351,2016,15520,0.0,28
1352,2016,10610,0.0,29
1353,2015,15089,0.0359281437126,167
1354,2015,7008,0.00571428571429,175
1355,2016,15399,0.0,29
1356,2012,6504,0.666666666667,3
1357,2014,10519,0.00571428571429,175
1358,2012,3144,0.444444444444,9
1359,2013,11414,0.00555555555556,180
1360,2013,7187,0.115384615385,182
1361,2013,6942,0.0462427745665,173
1362,2015,11146,0.0,177
1363,2016,16098,0.0344827586207,29
1364,2016,15676,0.0,30
1365,2014,7015,0.0386740331492,181
1366,2015,12800,0.0,167
1367,2015,12588,0.0,175
1368,2015,13390,0.0,168
1369,2016,6440,0.0,29
1370,2016,12496,0.0,29
1371,2016,14263,0.0,1
1372,2015,11403,0.0,169
1373,2015,10939,0.00574712643678,174
1374,2016,15950,0.0,29
1375,2016,6743,0.0,29
1376,2015,3345,0.0,167
1377,2015,14459,0.0,173
1378,2014,12627,0.0112359550562,178
1379,2012,7044,0.615384615385,13
1380,2015,12472,0.0,174
1381,2015,12870,0.0117647058824,170
1382,2016,12341,0.0344827586207,29
1383,2014,3341,0.0,167
1384,2014,13250,0.0786516853933,178
1385,2014,10273,0.0350877192982,171
1386,2015,10996,0.0,155
1387,2013,11072,0.0,1
1388,2016,14102,0.0,29
1389,2016,15600,0.0,26
1390,2016,15914,0.137931034483,29
1391,2016,6489,0.0,28
1392,2014,6658,0.0414201183432,169
1393,2013,2802,0.0,178
1394,2014,12590,0.0955056179775,178
1395,2013,2368,0.00571428571429,175
1396,2014,12532,0.0,179
1397,2015,10425,0.0,169
1398,2015,12700,0.0176470588235,170
1399,2013,3159,0.0444444444444,180
1400,2015,14178,0.0681818181818,132
1401,2013,11360,0.0,179
1402,2014,13412,0.0535714285714,168
1403,2014,7048,0.0108695652174,184
1404,2014,6366,0.0108695652174,184
1405,2014,12865,0.043956043956,182
1406,2015,3948,0.0,175
1407,2016,15186,0.0,29
1408,2014,12341,0.00552486187845,181
1409,2015,13317,0.00613496932515,163
1410,2015,6345,0.0178571428571,168
1411,2015,14058,0.0,174
1412,2016,11923,0.0,30
1413,2013,6765,0.0114942528736,174
1414,2013,3275,0.111888111888,143
1415,2015,14150,0.00595238095238,168
1416,2012,2993,0.0,8
1417,2012,6943,1.0,9
1418,2014,12469,0.043956043956,182
1419,2015,12578,0.0235294117647,170
1420,2014,12326,0.0,170
1421,2015,7110,0.00636942675159,157
1422,2013,7141,0.0,183
1423,2014,12021,0.04,175
1424,2016,12040,0.0833333333333,24
1425,2015,11215,0.00574712643678,174
1426,2015,13894,0.0542168674699,166
1427,2016,16537,0.0,29
1428,2012,3068,0.714285714286,7
1429,2014,13546,0.00662251655629,151
1430,2016,16994,0.0,4
1431,2014,13511,0.0394736842105,152
1432,2013,7019,0.0113636363636,176
1433,2012,3945,1.0,1
1434,2016,12817,0.0,28
1435,2016,15400,0.0,29
1436,2013,11701,0.0511363636364,176
1437,2015,10925,0.0406976744186,172
1438,2015,14586,0.0,170
1439,2015,13845,0.0062893081761,159
1440,2013,12048,0.0,87
1441,2014,13337,0.0340909090909,176
1442,2014,13492,0.0875,160
1443,2016,11045,0.0,28
1444,2016,11507,0.0333333333333,30
1445,2013,4565,0.0,172
1446,2015,12911,0.0,172
1447,2013,7204,0.0933333333333,75
1448,2013,2986,0.0223463687151,179
1449,2014,12913,0.151162790698,172
1450,2014,7049,0.0273224043716,183
1451,2015,14834,0.0,176
1452,2015,14076,0.0284090909091,176
1453,2015,6489,0.0411764705882,170
1454,2016,16687,0.0,29
1455,2013,11087,0.0109289617486,183
1456,2012,6837,0.4,10
1457,2015,14754,0.0115606936416,173
1458,2015,14865,0.066265060241,166
1459,2016,15291,0.0,28
1460,2013,3287,0.0,175
1461,2014,6981,0.00561797752809,178
1462,2015,6681,0.00591715976331,169
1463,2016,10345,0.0333333333333,30
1464,2014,13539,0.0062893081761,159
1465,2016,10741,0.0,29
1466,2016,14860,0.0,29
1467,2015,14167,0.00591715976331,169
1468,2013,11821,0.010582010582,189
1469,2015,6926,0.00578034682081,173
1470,2015,11233,0.0059880239521,167
1471,2013,7157,0.0395480225989,177
1472,2015,13650,0.00602409638554,166
1473,2016,16449,0.0,29
1474,2014,6496,0.0,178
1475,2016,15777,0.0,29
1476,2013,7173,0.0225988700565,177
1477,2015,7077,0.0,175
1478,2016,16860,0.347826086957,23
1479,2016,16481,0.0,30
1480,2014,6630,0.0,180
1481,2012,3523,0.0,3
1482,2016,13717,0.0,29
1483,2012,3063,0.833333333333,6
1484,2016,12782,0.0,29
1485,2014,6729,0.0,174
1486,2016,13954,0.0740740740741,27
1487,2016,13882,0.0,29
1488,2015,14815,0.00578034682081,173
1489,2016,16762,0.0,28
1490,2016,14921,0.111111111111,27
1491,2014,10663,0.0229885057471,174
1492,2016,6569,0.0,27
1493,2015,12041,0.00581395348837,172
1494,2012,4592,0.666666666667,3
1495,2016,14752,0.0,29
1496,2016,11303,0.0,26
1497,2014,12651,0.0,185
1498,2016,14184,0.0,24
1499,2015,11423,0.0287356321839,174
1500,2015,13128,0.046783625731,171
1501,2016,15171,0.0,29
1502,2013,11387,0.00549450549451,182
1503,2014,6719,0.0,174
1504,2015,12552,0.0239520958084,167
1505,2015,14677,0.0,174
1506,2015,13254,0.198795180723,166
1507,2016,16373,0.0357142857143,28
1508,2012,2280,0.5,2
1509,2012,7090,0.875,8
1510,2013,11832,0.031746031746,189
1511,2015,11889,0.00574712643678,174
1512,2014,11594,0.0228571428571,175
1513,2013,6549,0.0931677018634,161
1514,2015,7206,0.0,173
1515,2015,15079,0.0988372093023,172
1516,2016,15552,0.0,28
1517,2016,15148,0.0,30
1518,2015,13792,0.0490797546012,163
1519,2013,6542,0.00571428571429,175
1520,2014,12895,0.0,5
1521,2016,15964,0.0,29
1522,2015,11807,0.00568181818182,176
1523,2012,7064,1.0,1
1524,2014,13226,0.0,178
1525,2016,14310,0.0,29
1526,2015,14225,0.0,173
1527,2015,7159,0.00584795321637,171
1528,2016,12493,0.0,29
1529,2013,3090,0.0388888888889,180
1530,2015,12661,0.0,10
1531,2015,15159,0.0,162
1532,2013,6659,0.0335195530726,179
1533,2016,11169,0.0714285714286,28
1534,2013,10363,0.0,175
1535,2014,12470,0.0113636363636,176
1536,2014,6901,0.0232558139535,172
1537,2013,6880,0.0118343195266,169
1538,2014,7198,0.0222222222222,180
1539,2016,13795,0.0,29
1540,2014,11716,0.0284090909091,176
1541,2016,14011,0.0333333333333,30
1542,2013,6431,0.0384615384615,182
1543,2015,14174,0.306748466258,163
